listing_id,vin,make,model,year,trim,body_type,fuel_type,transmission,mileage,price,condition,location,seller_type,features
545,TTA0MJEN19Z1H3109,Tata,Nexon,2016,LT,Sedan,Petrol,Automatic,137402,1365.0,fair,"Vargas, RJ, Brazil",Dealer,"Adaptive Cruise Control, Apple CarPlay, Blind Spot Monitor, Heated Seats, Panoramic Roof, Parking Sensors"
546,EGEJ9LXT39SAM8088,Ford,Escape,2015,XLE,MPV,Petrol,CVT,148908,2244.0,excellent,"Gomes, BA, Brazil",Dealer,"Keyless Entry, LED Headlights, Panoramic Roof, Push Button Start"
547,X1LEB7S95059C9339,Mahindra,XUV700,2017,,Van,Petrol,Manual,135400,3980.0,excellent,"Masse-les-Bains, PDL, France",Private Party,
548,8CVG17R34J78M0294,Skoda,Octavia,2013,XLE,Sedan,Petrol,Automatic,184691,1913.0,excellent,"Chandrapur, DL, India",Dealer,"Adaptive Cruise Control, Bluetooth, Fog Lights, Keyless Entry, Leather Seats, Sunroof, Wireless Charging"
549,XJWKJ9E0XYSHH8578,Toyota,Camry,2019,Touring,Pickup,Petrol,Manual,100446,8497.0,good,"Morrisonfort, NSW, Australia",Dealer,"Apple CarPlay, Blind Spot Monitor, Leather Seats, Navigation, Parking Sensors"
550,BZF8MNY4XLE5Y5613,Mercedes-Benz,GLA,2024,Titanium,Hatchback,Plug-in Hybrid,Manual,9038,36943.0,like new,"Tadepalligudem, DL, India",Private Party,
551,S5U0363X7VM3R6589,Skoda,Octavia,2021,Titanium,MPV,Petrol,Manual,64375,10250.0,,"Port Mackenzie, AB, Canada",Dealer,"Adaptive Cruise Control, Apple CarPlay, Bluetooth, Fog Lights, Leather Seats, Parking Sensors, Sunroof, Wireless Charging"
552,LYWKMA9C1247Y2301,Mercedes-Benz,E-Class,2015,XSE,Convertible,Petrol,Manual,111182,7011.0,excellent,"Joshuatown, QLD, Australia",Dealer,"Adaptive Cruise Control, Alloy Wheels, Backup Camera, Blind Spot Monitor, Bluetooth, Heated Seats, Panoramic Roof, Push Button Start"
553,12F30DXZXBXEF0826,Mercedes-Benz,GLC,2018,SE,MPV,Petrol,Automatic,91474,11612.0,good,"Burgdorf, BY, Germany",Dealer,"Adaptive Cruise Control, Android Auto, Apple CarPlay, Heated Seats, Lane Keep Assist, Navigation, Panoramic Roof, Wireless Charging"
554,YDMJYALHXCF700334,Honda,Civic,2025,LT,MPV,CNG,Automatic,0,29593.0,good,"Calw, SN, Germany",Private Party,"Alloy Wheels, Blind Spot Monitor, Keyless Entry, LED Headlights, Lane Keep Assist, Navigation, Push Button Start"
555,TV7XSAD65Z5CJ8111,Kia,Sportage,2007,LX,Convertible,Diesel,Automatic,254023,1202.0,excellent,"Farias, RS, Brazil",Dealer,"Android Auto, LED Headlights, Lane Keep Assist, Navigation, Sunroof"
556,UA7XTN4M8SETW4135,Chevrolet,Malibu,2014,Trend,Crossover,Electric,Automatic,110320,2755.0,excellent,"South Kristen, FL, US",Private Party,"Alloy Wheels, Android Auto, Blind Spot Monitor, Keyless Entry, Sunroof, Ventilated Seats, Wireless Charging"
557,5109EXY80M3DT7274,Skoda,Slavia,2020,,Convertible,Electric,Manual,87964,15969.0,good,"Howrah, KA, India",Dealer,
558,X0E3NET65VJWH0331,Tata,Nexon,2012,EX,Hatchback,Plug-in Hybrid,Automatic,99257,1309.0,excellent,"Kirstyport, NIR, UK",Dealer,"Android Auto, Lane Keep Assist, Leather Seats, Parking Sensors, Push Button Start, Sunroof, Ventilated Seats"
559,SMDFN5182LSET3387,Chevrolet,Malibu,2021,Premium,Crossover,Petrol,Automatic,56384,12656.0,good,"West Amandafort, PA, US",Private Party,"Alloy Wheels, Apple CarPlay, Heated Seats, Parking Sensors, Ventilated Seats"
560,NH9ZBYU57XT1Z3456,BMW,X5,2021,Sport,MPV,Electric,CVT,55073,19060.0,fair,"Guwahati, KA, India",Dealer,"Navigation, Sunroof, Ventilated Seats, Wireless Charging"
561,RDCH2ZEN6RX5L2050,Kia,Sonet,2012,Titanium,Coupe,Diesel,Automatic,94540,2263.0,good,"Markchester, ACT, Australia",Dealer,"Alloy Wheels, Android Auto, Apple CarPlay, LED Headlights, Lane Keep Assist, Leather Seats, Navigation, Panoramic Roof, Sunroof"
562,ZNJ6X7MT4225J2035,BMW,X5,2020,Platinum,Convertible,Petrol,Manual,80409,19772.0,excellent,"South Jasonport, AZ, US",Dealer,"Bluetooth, Fog Lights, LED Headlights, Leather Seats, Panoramic Roof, Ventilated Seats"
563,7TT4DJV91LJDT3104,BMW,X5,2019,LX,Pickup,Petrol,Manual,62132,19078.0,good,"Wayneburgh, NIR, UK",Certified Pre-Owned,"Adaptive Cruise Control, Alloy Wheels, Apple CarPlay, Backup Camera, Fog Lights, Heated Seats, Parking Sensors, Sunroof, Wireless Charging"
564,7AE92UKT90A8D2185,Mercedes-Benz,C-Class,2021,Limited,MPV,Petrol,Automatic,54712,23109.0,like new,"東大和市, Kyoto, Japan",Private Party,"Adaptive Cruise Control, Blind Spot Monitor, Heated Seats, Lane Keep Assist, Parking Sensors, Push Button Start, Sunroof"
565,489CKKJU229A49584,Kia,Seltos,2019,EX,Convertible,Hybrid,Automatic,51977,9198.0,fair,"Wendyville, SA, Australia",Private Party,"Adaptive Cruise Control, Apple CarPlay, Heated Seats, LED Headlights, Parking Sensors"
566,D7R192YN61JFR0875,BMW,X3,2019,,Crossover,Petrol,CVT,78301,12760.0,excellent,"Benjaminport, ENG, UK",Dealer,"Android Auto, Backup Camera, Bluetooth, Navigation, Sunroof"
567,6S6YB7XZ1ZVKK7568,Nissan,Altima,2021,Performance,Coupe,Hybrid,Automatic,79820,10268.0,fair,"Bilaspur, WB, India",Private Party,"Alloy Wheels, Apple CarPlay, Backup Camera, Fog Lights, Leather Seats, Sunroof"
568,3GXFKE8C0KH3F7455,Chevrolet,Malibu,2012,EX,MPV,Petrol,Automatic,220989,1373.0,good,"Alexandre-sur-Guérin, BFC, France",Private Party,"Blind Spot Monitor, Fog Lights, LED Headlights, Lane Keep Assist, Leather Seats, Navigation, Push Button Start, Wireless Charging"
569,7BDGFAVHXB4DH1608,Mercedes-Benz,E-Class,2018,SE,SUV,Petrol,Manual,108623,7726.0,fair,"East Kelly, OH, US",Dealer,"Adaptive Cruise Control, Alloy Wheels, Backup Camera, Blind Spot Monitor, Keyless Entry, Leather Seats, Parking Sensors, Push Button Start, Ventilated Seats"
570,7SG1V3SD825CH4538,Volkswagen,Taigun,2013,,Sedan,Petrol,Automatic,153689,1502.0,,"Abreu, RJ, Brazil",Dealer,"Adaptive Cruise Control, Android Auto, Apple CarPlay, Heated Seats, Keyless Entry, Lane Keep Assist, Wireless Charging"
571,AZAFV4X667YLV5942,Tata,Harrier,2020,LE,Van,Hybrid,CVT,60625,5611.0,fair,"Theresachester, MI, US",Private Party,"Adaptive Cruise Control, Backup Camera, Keyless Entry, Lane Keep Assist, Leather Seats, Navigation, Push Button Start"
572,M1Z3PBE50WZNM4417,Nissan,Rogue,2012,EX,Sedan,Petrol,Manual,272145,1573.0,like new,"Warangal, TN, India",Dealer,"Adaptive Cruise Control, Alloy Wheels, Apple CarPlay, Heated Seats, Leather Seats, Sunroof"
573,7R138G2B0AM857843,Audi,Q3,2013,L,MPV,Hybrid,Manual,181910,3434.0,excellent,"Henry, OCC, France",Dealer,"Android Auto, Backup Camera, Bluetooth, Fog Lights, Navigation, Sunroof"
574,838TJZFL49X4J5154,Audi,A4,2013,LTZ,MPV,Petrol,CVT,208864,2485.0,good,"Fallingbostel, BB, Germany",Dealer,"Adaptive Cruise Control, Android Auto, Backup Camera, Bluetooth, Fog Lights, LED Headlights, Panoramic Roof"
575,7URU1LMT0CBHS0909,Toyota,Tacoma,2022,Sport,Sedan,Hybrid,Automatic,52760,14296.0,good,"渋谷区, Okinawa, Japan",Dealer,
576,HALD33737GYYV6343,Skoda,Slavia,2019,L,SUV,Petrol,Automatic,87034,7960.0,good,"Correia de Minas, RJ, Brazil",Private Party,"Alloy Wheels, Android Auto, Heated Seats, Keyless Entry, LED Headlights, Navigation, Parking Sensors, Wireless Charging"
577,LWLRCBBL6N1S11711,BMW,X3,2012,LT,Coupe,Diesel,Manual,268697,2537.0,good,"八王子市, Kanagawa, Japan",Private Party,"Alloy Wheels, Heated Seats, Keyless Entry, Parking Sensors, Sunroof"
578,DDXRK30J9GNZ87002,BMW,X3,2011,LE,MPV,Petrol,Automatic,214112,1965.0,excellent,"Fogaça Verde, SP, Brazil",Certified Pre-Owned,"Apple CarPlay, Blind Spot Monitor, Bluetooth, Leather Seats"
579,5VMGDP6G5WY0R6183,Audi,Q3,2008,Base,Coupe,Petrol,CVT,418428,1285.0,salvage,"Bhiwandi, DL, India",Dealer,
580,X3CMMMBMX3ZH33092,Honda,CR-V,2017,EX,MPV,Hybrid,Automatic,71056,5965.0,excellent,"Barberport, WA, US",Private Party,"Apple CarPlay, Navigation, Parking Sensors, Sunroof, Ventilated Seats, Wireless Charging"
581,92179ZA01HV057518,Mahindra,Scorpio,2016,Titanium,Pickup,Hybrid,Automatic,109151,4327.0,fair,"Lévy, OCC, France",Private Party,"Alloy Wheels, Backup Camera, Bluetooth, Fog Lights, Lane Keep Assist, Navigation, Panoramic Roof, Push Button Start, Wireless Charging"
582,SC1VHB7K47ESP6848,Ford,F-150,2015,LT,Pickup,Hybrid,Automatic,91112,5346.0,good,"Hansenmouth, WA, Australia",Dealer,"Android Auto, Blind Spot Monitor, Bluetooth, Heated Seats, Lane Keep Assist, Navigation, Panoramic Roof, Parking Sensors, Push Button Start"
583,1E5XREF080AWB0373,Hyundai,Sonata,2017,Performance,SUV,Electric,CVT,63434,7764.0,like new,"New Randymouth, GA, US",Dealer,"Android Auto, Bluetooth, Heated Seats, LED Headlights, Lane Keep Assist, Leather Seats, Navigation, Wireless Charging"
584,TR209MJK8BZYZ4937,Hyundai,i20,2018,EX,Sedan,Diesel,Automatic,126241,6504.0,excellent,"Bareilly, KA, India",Private Party,"Adaptive Cruise Control, Apple CarPlay, Backup Camera, Bluetooth, Fog Lights, Lane Keep Assist, Ventilated Seats"
585,NMT5VPJM6FAUE2586,BMW,X3,2015,Trend,Sedan,Petrol,Automatic,128714,3420.0,good,"Lake Angelaborough, GA, US",Dealer,"Adaptive Cruise Control, Bluetooth, Fog Lights, Keyless Entry, Parking Sensors"
586,PVEGCR0Z8L6ST1267,Toyota,Corolla,2018,Base,Crossover,Hybrid,Manual,179542,4406.0,good,"Sainte Audrey, BFC, France",Private Party,"Alloy Wheels, LED Headlights, Panoramic Roof, Ventilated Seats"
587,U9RY3M5569V4N1949,Mercedes-Benz,GLA,2009,Premium,Convertible,Diesel,Manual,355255,1809.0,good,"Lemoine-sur-Mer, HDF, France",Private Party,"Apple CarPlay, LED Headlights, Navigation, Panoramic Roof, Sunroof, Ventilated Seats"
588,WMG9C08C120Z26206,Toyota,Innova,2012,,Van,Petrol,Automatic,309604,1517.0,good,"Panihati, TG, India",Dealer,"Android Auto, Apple CarPlay, Backup Camera, Heated Seats, Panoramic Roof, Parking Sensors, Push Button Start, Sunroof, Ventilated Seats"
589,J9PXGLZEXZABR8207,Hyundai,Tucson,2016,EX,Sedan,Hybrid,Automatic,178685,2902.0,good,"Karimnagar, TG, India",Dealer,"Adaptive Cruise Control, Apple CarPlay, Blind Spot Monitor, Heated Seats, LED Headlights, Ventilated Seats, Wireless Charging"
590,TMT3147E4YFAS3470,Skoda,Octavia,2018,,Coupe,Petrol,Automatic,91059,7123.0,fair,"Adoni, UP, India",Dealer,"Adaptive Cruise Control, Android Auto, Apple CarPlay, Blind Spot Monitor, Bluetooth, Heated Seats, Keyless Entry, Sunroof, Wireless Charging"
591,9LTZLWPW6GDWU7779,BMW,5 Series,2013,SE,SUV,Electric,Automatic,145138,3305.0,good,"North Patriciaville, NB, Canada",Private Party,"Alloy Wheels, Bluetooth, LED Headlights, Lane Keep Assist, Leather Seats, Parking Sensors, Sunroof"
592,583K45CJ4B31A8631,Volkswagen,Jetta,2022,,Van,Petrol,Manual,42827,12598.0,fair,"East Caleb, SK, Canada",Dealer,"Apple CarPlay, LED Headlights, Panoramic Roof, Parking Sensors, Sunroof, Wireless Charging"
593,D8G4V9ZE62AU18839,Mahindra,Bolero,2019,,Pickup,Hybrid,Automatic,49020,9529.0,excellent,"West Melissa, WLS, UK",Dealer,"Android Auto, Blind Spot Monitor, LED Headlights, Lane Keep Assist, Panoramic Roof, Sunroof, Ventilated Seats"
594,81ULD8B39JFZW3857,Skoda,Kushaq,2022,Titanium,Pickup,Petrol,Manual,36679,19189.0,fair,"Abbottview, SCT, UK",Dealer,
595,L2CD1JP25WM9C0415,Audi,A4,2017,,MPV,Plug-in Hybrid,Manual,70352,9872.0,like new,"Port Natashabury, ACT, Australia",Certified Pre-Owned,"Android Auto, Backup Camera, Leather Seats, Navigation, Panoramic Roof"
596,03NRWUFC0AK4Y2393,Skoda,Slavia,2020,SE,Convertible,Petrol,Manual,60412,15957.0,new,"Elainebury, SCT, UK",Private Party,"Apple CarPlay, Backup Camera, Bluetooth, LED Headlights, Leather Seats, Navigation, Panoramic Roof"
597,K624PWUM9CU155796,Mahindra,Scorpio,2014,Performance,MPV,Diesel,Automatic,124476,1390.0,good,"Allenville, TX, US",Dealer,"Android Auto, Apple CarPlay, Backup Camera, Heated Seats, Keyless Entry, Push Button Start"
598,MV287L2M2KP184882,Volkswagen,Jetta,2015,Base,Pickup,Petrol,Automatic,82733,4176.0,fair,"Lake Maxbury, NIR, UK",Dealer,"Adaptive Cruise Control, Alloy Wheels, Backup Camera, Heated Seats, Lane Keep Assist, Push Button Start"
599,9GKNN8479LZN93893,Mahindra,Scorpio,2016,Platinum,Sedan,Electric,Manual,51791,3660.0,excellent,"New Jayne, SCT, UK",Private Party,"Alloy Wheels, Apple CarPlay, Lane Keep Assist, Navigation, Parking Sensors"
600,YWU3U0RJ91PP65424,Ford,Explorer,2017,L,MPV,Petrol,AMT,119855,5274.0,good,"Solapur, MH, India",Dealer,"Alloy Wheels, Keyless Entry, LED Headlights, Lane Keep Assist"
601,S8M99V756ES3N4265,Toyota,RAV4,2014,Trend,Convertible,Hybrid,Automatic,236621,2603.0,good,"Ahaus, BE, Germany",Dealer,"Android Auto, Bluetooth, Fog Lights, Heated Seats, Lane Keep Assist, Navigation, Panoramic Roof, Sunroof"
602,VWKTLFWL73DJW8704,Toyota,Corolla,2017,Base,Van,Petrol,Automatic,65275,6180.0,good,"Pamelaburgh, SA, Australia",Private Party,"Alloy Wheels, Blind Spot Monitor, Fog Lights, Lane Keep Assist, Leather Seats, Panoramic Roof, Push Button Start, Ventilated Seats, Wireless Charging"
603,LL3V235R4D5192338,Audi,A6,2024,Touring,SUV,Diesel,Automatic,11984,37846.0,fair,"Mathura, HR, India",Certified Pre-Owned,"Apple CarPlay, Backup Camera, Bluetooth, Fog Lights, LED Headlights, Lane Keep Assist, Navigation, Parking Sensors, Sunroof"
604,D7FFVZY05H2N58464,Audi,Q3,2020,LX,MPV,Hybrid,Automatic,78709,12475.0,good,"West Valeriefurt, WA, Australia",Dealer,"Adaptive Cruise Control, Alloy Wheels, Navigation, Push Button Start, Ventilated Seats"
605,UV0A8D6R9PMNF6953,Chevrolet,Silverado,2015,LT,Crossover,Diesel,Automatic,79836,3438.0,fair,"Kristinaside, MA, US",Dealer,
606,HTF41S0H36JXC4780,Nissan,Rogue,2017,Trend,Pickup,Petrol,Manual,134556,7725.0,good,"Plauen, SN, Germany",Dealer,"Android Auto, Fog Lights, Parking Sensors, Push Button Start, Ventilated Seats"
607,XU1K3AWX7S1LF7997,Chevrolet,Silverado,2012,LT,SUV,Electric,CVT,220065,1684.0,good,"Rajahmundry, PB, India",Dealer,"Adaptive Cruise Control, Alloy Wheels, Android Auto, Apple CarPlay, Bluetooth, Fog Lights, Leather Seats, Navigation"
608,SLFN28LG8MRUL0918,Hyundai,i20,2021,Limited,MPV,Petrol,Manual,63472,10713.0,good,"Port Douglasland, SCT, UK",Dealer,"Blind Spot Monitor, Leather Seats, Parking Sensors, Push Button Start, Sunroof, Ventilated Seats"
609,VJHPTMVPXN22L7076,Toyota,Camry,2006,Titanium,Crossover,Electric,Automatic,186617,1271.0,like new,"West Holly, QC, Canada",Private Party,"Apple CarPlay, Lane Keep Assist, Panoramic Roof, Push Button Start"
610,TTY3ZZJ76KC0E6774,Mahindra,Scorpio,2021,Long Range,Coupe,Petrol,Manual,43723,10703.0,excellent,"West Timothytown, NSW, Australia",Certified Pre-Owned,"Adaptive Cruise Control, Fog Lights, Heated Seats, Navigation, Panoramic Roof, Wireless Charging"
611,VFHPZJFN1PWX87240,Nissan,Magnite,2019,Touring,Hatchback,Petrol,Manual,90041,4897.0,,"New Kelly, SCT, UK",Dealer,
612,RVKA42EF0V0MY3062,BMW,X5,2013,Titanium,Sedan,Plug-in Hybrid,Manual,77362,3626.0,fair,"East London, KZN, South Africa",Private Party,
613,WRWAWJFV3G2WJ3865,Kia,Sorento,2023,Titanium,Crossover,Diesel,Automatic,32194,20038.0,excellent,"Whitechester, SK, Canada",Certified Pre-Owned,"Alloy Wheels, Backup Camera, Lane Keep Assist, Leather Seats, Navigation, Panoramic Roof, Sunroof, Ventilated Seats"
614,X78DY38L17ME20518,BMW,5 Series,2016,Long Range,Hatchback,Hybrid,Manual,142376,3432.0,excellent,"South Stephenfort, NS, Canada",Certified Pre-Owned,"Apple CarPlay, Fog Lights, Leather Seats, Sunroof"
615,ZHYHL3A81BB8F9812,Tata,Harrier,2018,,MPV,Hybrid,CVT,59367,3982.0,fair,"Nguyenburgh, NT, Australia",Private Party,"Adaptive Cruise Control, Alloy Wheels, Bluetooth, Fog Lights, Keyless Entry, Leather Seats, Parking Sensors"
616,WR3G203N99ZG00181,Mercedes-Benz,C-Class,2020,LE,Convertible,Petrol,Automatic,71929,22026.0,excellent,"Bairdchester, MA, US",Dealer,"Android Auto, Apple CarPlay, Blind Spot Monitor, Bluetooth, Lane Keep Assist, Navigation, Panoramic Roof, Push Button Start, Ventilated Seats"
617,4B022XUX6PLVA6467,Honda,CR-V,2013,LX,SUV,Petrol,Manual,95217,3044.0,good,"West Amychester, QLD, Australia",Dealer,"Blind Spot Monitor, Bluetooth, Fog Lights, Heated Seats, Push Button Start, Sunroof"
618,BSNWTBGHXS4FZ3716,Toyota,Camry,2012,LT,Crossover,Diesel,Manual,153837,1303.0,fair,"Siqueira, SP, Brazil",Dealer,"Android Auto, Fog Lights, Lane Keep Assist, Leather Seats, Sunroof, Ventilated Seats"
619,F7TXCFFUXG5V89111,Honda,City,2015,L,Pickup,Diesel,Automatic,144529,3229.0,good,"Lake Bruce, WLS, UK",Private Party,"Backup Camera, Keyless Entry, LED Headlights, Navigation, Panoramic Roof, Parking Sensors, Ventilated Seats"
620,59A796GE5RVCT6162,Ford,F-150,2017,Touring,Van,Petrol,Automatic,99401,5292.0,excellent,"Garciabury, NS, Canada",Private Party,"Backup Camera, LED Headlights, Lane Keep Assist, Panoramic Roof, Parking Sensors, Ventilated Seats"
621,802T318P9MJKN3417,Hyundai,Tucson,2021,,Sedan,CNG,Automatic,45982,10453.0,good,"Smithchester, SCT, UK",Dealer,"Alloy Wheels, Android Auto, Backup Camera, Fog Lights, Wireless Charging"
622,1G968TKB0RUD01501,Mahindra,Bolero,2020,XSE,SUV,Diesel,CVT,82527,5313.0,fair,"Cookside, WA, US",Private Party,"Alloy Wheels, Bluetooth, Fog Lights, Keyless Entry, LED Headlights, Leather Seats, Navigation, Panoramic Roof, Parking Sensors"
623,EZ1066YU8W51W5144,Volkswagen,Jetta,2015,,Van,CNG,Automatic,190425,2362.0,fair,"Celle, HH, Germany",Dealer,"Android Auto, Heated Seats, Navigation, Ventilated Seats, Wireless Charging"
624,37TRJHNUXVWVS6935,Tesla,Model Y,2017,L,Sedan,Petrol,Manual,157768,6528.0,good,"Naila, BW, Germany",Dealer,"Apple CarPlay, Fog Lights, Heated Seats, Keyless Entry, LED Headlights, Navigation, Panoramic Roof, Parking Sensors"
625,HH8A7WPA1JZJ03558,Nissan,Magnite,2017,LTZ,Convertible,Petrol,Automatic,108450,5418.0,good,"East Samantha, WA, US",Dealer,"Alloy Wheels, Fog Lights, Heated Seats, Keyless Entry, Navigation, Panoramic Roof, Parking Sensors, Sunroof, Wireless Charging"
626,S722231L6WNV62931,BMW,X5,2017,Long Range,Coupe,Petrol,Manual,73559,8650.0,fair,"South Ruben, ON, Canada",Dealer,"Alloy Wheels, Backup Camera, LED Headlights, Parking Sensors, Push Button Start, Sunroof"
627,VBSA0FFN5JR9D3023,Audi,A4,2020,XSE,Pickup,Diesel,Automatic,127702,21386.0,excellent,"Sainte Julie-sur-Mer, PDL, France",Dealer,"Alloy Wheels, Fog Lights, Parking Sensors, Push Button Start"
628,AV12JD0X7LYJH1259,Ford,Explorer,2018,XLE,MPV,Petrol,Manual,178950,4603.0,excellent,"横浜市中区, Fukuoka, Japan",Dealer,"Alloy Wheels, Backup Camera, Blind Spot Monitor, Lane Keep Assist, Leather Seats, Navigation, Push Button Start"
629,4SSSEKHEXALK66829,Honda,City,2012,Touring,Convertible,Hybrid,Manual,331512,1916.0,good,"Eilenburg, BY, Germany",Dealer,
630,425B6VCR8RZ311884,Maruti,Wagon R,2021,Long Range,SUV,Electric,Automatic,57411,11513.0,fair,"Sainte Grégoire, PDL, France",Dealer,
631,ACTCZN89181GW2895,Kia,Sorento,2012,LE,Van,Petrol,Automatic,217943,1578.0,like new,"香取市, Osaka, Japan",Dealer,"Android Auto, Keyless Entry, Lane Keep Assist, Leather Seats, Navigation"
632,DFRFVBHZ3WSZB6837,BMW,X3,2012,SE,Crossover,Diesel,Automatic,94892,3510.0,good,"Cape Town, WC, South Africa",Dealer,"Fog Lights, Heated Seats, Keyless Entry, LED Headlights, Lane Keep Assist, Navigation, Wireless Charging"
633,9747W17DX7DWK4674,Toyota,RAV4,2009,Limited,Coupe,Electric,Automatic,171847,1287.0,like new,"Port Rachel, NSW, Australia",Private Party,"Blind Spot Monitor, Bluetooth, Parking Sensors, Push Button Start, Ventilated Seats, Wireless Charging"
634,G02FPE107XVGM9356,Mercedes-Benz,E-Class,2022,LX,MPV,Petrol,Automatic,43300,22878.0,excellent,"Alexismouth, QLD, Australia",Private Party,"Blind Spot Monitor, Fog Lights, Keyless Entry, Leather Seats, Navigation, Panoramic Roof, Parking Sensors, Push Button Start, Wireless Charging"
635,A8DEXN1RXB3XP7572,Kia,Sonet,2013,Platinum,SUV,Hybrid,Automatic,183179,1659.0,fair,"South Brandonfurt, MB, Canada",Dealer,"Apple CarPlay, Backup Camera, Fog Lights, Lane Keep Assist, Parking Sensors, Sunroof, Wireless Charging"
636,GSMPRYMT4LYEH9254,Toyota,Highlander,2013,LTZ,MPV,Electric,Automatic,77876,2646.0,good,"South Sean, NT, Australia",Dealer,"Fog Lights, Heated Seats, Leather Seats, Parking Sensors, Sunroof, Ventilated Seats"
637,DP0KA0R06NDCC4022,Kia,Sorento,2023,XLE,Crossover,Petrol,Automatic,28116,10100.0,salvage,"Lutzview, MB, Canada",Private Party,"Android Auto, Backup Camera, Bluetooth, Fog Lights, Push Button Start, Sunroof, Ventilated Seats, Wireless Charging"
638,NHGGVZGYXHD1D9823,Mahindra,Scorpio,2019,LT,MPV,Petrol,Manual,89501,6308.0,excellent,"Großenhain, SN, Germany",Private Party,"Apple CarPlay, Backup Camera, Blind Spot Monitor, Bluetooth, Heated Seats, Leather Seats, Panoramic Roof, Sunroof, Wireless Charging"
639,633MZHP21PFFA5250,Ford,Maverick,2016,Sport,Van,Diesel,CVT,149234,4638.0,excellent,"葛飾区, Kanagawa, Japan",Private Party,"Adaptive Cruise Control, Alloy Wheels, Apple CarPlay, Bluetooth, LED Headlights, Sunroof, Ventilated Seats, Wireless Charging"
640,L1EAZ12B0E2YE8394,Audi,A4,2017,Sport,Coupe,Diesel,CVT,182021,3607.0,salvage,"我孫子市, Aichi, Japan",Private Party,"Alloy Wheels, Apple CarPlay, Heated Seats, Push Button Start, Sunroof"
641,A250PFV354NB32628,Kia,Sonet,2021,XSE,Pickup,Petrol,Automatic,78220,18050.0,good,"Halberstadt, HE, Germany",Dealer,"Alloy Wheels, Android Auto, Blind Spot Monitor, Fog Lights, Heated Seats, Leather Seats, Navigation, Parking Sensors, Ventilated Seats"
642,1B6CF2K32ANMJ1259,Mahindra,Scorpio,2015,L,Van,Petrol,Automatic,182801,1974.0,good,"Neustadtner Waldnaab, SN, Germany",Dealer,"Adaptive Cruise Control, Android Auto, Apple CarPlay, Blind Spot Monitor, Bluetooth, LED Headlights, Wireless Charging"
